id,code,name,rating,review_number,address_line2,latitude,longitude,minimum_order_amount,minimum_delivery_fee,hero_listing_image,distance,url_key
106812,giz4,Degi Dum,4.5,330,,31.51443544,74.32246231,249,99,https://images.deliveryhero.io/image/fd-pk/LH/giz4-listing.jpg,3.502,degi-dum-giz4
33105,v3ij,Capri Restaurant,4.7,8617,34 Liberty Market Gulberg 3 Lahore,31.51027695,74.34309335,249,99,https://images.deliveryhero.io/image/fd-pk/LH/v3ij-listing.jpg,1.86,capri-restaurant
63309,ynry,Sultan Hotel,4.4,3701,,31.4995134,74.3496459,249,99,https://images.deliveryhero.io/image/fd-pk/LH/ynry-listing.jpg,2.474,sultan-hotel
64192,pu3m,Azaan Burger & Pizza,4.8,4383,,31.51953398,74.31984815,249,99,https://images.deliveryhero.io/image/fd-pk/LH/pu3m-listing.jpg,3.688,azaan-burger-and-pizza
22571,n3us,Hong Kong Xpress,4.9,4210,7 T annexe Gulberg 2 Near St. Mary'S High School Lahore,31.519449,74.352931,249,99,https://images.deliveryhero.io/image/fd-pk/LH/n3us-listing.jpg,0.561,hong-kong-xpress
81885,q7zj,Stevie's Haka Chinese & Thai,4.8,731,,31.52035195,74.3521698,249,99,https://images.deliveryhero.io/image/fd-pk/LH/q7zj-listing.jpg,0.623,stevies-haka-chinese-and-thai
47068,m9zq,Yousaf Falooda - Qazzafi,4.4,1815,,31.5074163,74.3475726,249,99,https://images.deliveryhero.io/image/fd-pk/LH/m9zq-listing.jpg,1.788,yousaf-falooda-qazzafi
100610,mgoe,Taste Tester's,4.5,1233,,31.51939165,74.3222015,249,99,https://images.deliveryhero.io/image/fd-pk/LH/mgoe-listing.jpg,3.466,taste-testers
102846,mf6b,Madni Restaurant,4.6,1339,,31.5193685,74.3221648,249,99,https://images.deliveryhero.io/image/fd-pk/LH/mf6b-listing.jpg,3.469,madni-restaurant
90197,p8sc,California Pizza - Fortress,3.9,703,,31.53250115,74.36319,249,99,https://images.deliveryhero.io/image/fd-pk/LH/p8sc-listing.jpg,1.413,california-pizza-fortress
5391,s6or,Pizza City - Gulberg 3,4.3,2644,"Shop # 1, Opposite Raheem Pack, Makkah Colony Gulberg 3, Lahore",31.49904251,74.35708618,249,99,https://images.deliveryhero.io/image/fd-pk/LH/s6or-listing.jpg,2.377,pizza-city-gulberg-3
109755,s5y7,Chips and chopsticks - Gulberg,4.7,418,,31.5054136,74.3322369,249,99,https://images.deliveryhero.io/image/fd-pk/LH/s5y7-listing.jpg,3.014,chips-and-chopsticks-gulberg
